,#,V,Source In,Source Out,Record In,Record Out,Name,Clip Directory,Duration TC,Frame Rate,Resolution,Video Codec,Audio Codec,Description,Comments,Keywords,Clip Color,Shot,Scene,Take,Flags,Camera #,Date Modified,File Type
856,853,A3,00:01:48:07,00:02:00:11,01:16:15:06,01:16:27:10,51 Fishing Harbour Environment - Sea-Gulls - Bird,/Volumes/RAID1/OPUW/Media/Sound FX/port,00:02:15:17,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:00:48 2009,aif
858,855,V1,00:36:09:22,00:36:13:20,01:16:16:13,01:16:21:05,8 a 10 NUM409-Normandie chutes fichiers groupés,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:24:13:06,25.000,1024 x 576,H.264,Linear PCM,Film Vivié chutes,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:57:32 2019,mov
859,856,V4,00:00:00:00,00:00:00:00,01:16:16:16,01:16:19:21,FL005352_ibp,/Volumes/RAID1/OPUW/Media/Photos/French Lines/2,00:00:00:01,25.000,470 x 600,JPEG,,,,"Normandie,luxe,Shining,statue fumoir",Apricot,,,French Lines,,,Sat Jul 27 06:52:30 2019,jpg
860,857,V1,00:01:58:17,00:02:00:13,01:16:21:05,01:16:23:19,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
863,860,V1,00:01:52:22,00:01:55:01,01:16:23:19,01:16:26:19,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
865,862,V1,00:03:42:18,00:03:45:06,01:16:26:19,01:16:30:07,Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:09:38:08,25.000,640 x 486,H.264,AAC,,,"Normandie,traversée,gloire,sirène,luxe,passerelle,Champlain,Pugnet,équipage,vagues",Navy,1935,,GP,Green,Pathé,Thu Jul 12 12:28:38 2018,mp4
866,863,A4,00:00:54:16,00:01:08:17,01:16:26:24,01:16:41:00,"01-British Library,reading room-footsteps,voices,book trolley",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:06:12:20,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jun 16 14:27:02 2008,wav
867,864,V2,00:00:03:08,00:00:14:00,01:16:30:07,01:16:40:24,Louis Quéguiner GP 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:14:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,Dossier Quéguiner,Document,,SHD,Mon Dec  9 16:51:46 2019,mov
868,865,V1,00:00:00:00,00:00:00:00,01:16:34:22,01:16:53:24,2019-12-15-0008,/Volumes/RAID1/OPUW/Media/Photos/Arnaud Gaudry,00:00:00:01,25.000,5293 x 3807,JPEG,,,,"Normandie,théâtre",Apricot,,,Arnaud Gaudry,,,Tue Jan  7 22:43:55 2020,jpg
871,868,V2,00:00:20:06,00:00:25:24,01:16:41:14,01:16:53:07,"Acting and singing star Marlene Dietrich poses for photographers aboard the Queen Mary in New York, United States (1939)",/Volumes/RAID1/OPUW/Media/Archives/Critical Past,00:00:31:02,29.970,640 x 360,H.264,AAC,,,"Queen Mary,célébrité",Navy,1939,,Critical Past,,,Tue Jun  4 07:14:54 2019,mp4
874,871,A5,00:00:19:22,00:00:25:00,01:16:51:16,01:16:56:19,"9-08 Old Telephone Bell Ring, Six Rings",/Volumes/RAID1/OPUW/Media/Sound FX/telephones,00:00:30:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
875,872,A3,01:00:09:05,01:00:18:08,01:16:52:10,01:17:01:13,Hit 14 Incoming Crash,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:18:08,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
876,873,A10,00:00:00:00,00:00:30:24,01:16:53:18,01:17:24:17,Désertions 02,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:01:09:13,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,,,Thu Mar 26 14:33:49 2020,aif
877,874,V1,00:00:00:00,00:00:00:00,01:16:53:24,01:16:55:00,FL003307_ibp,/Volumes/RAID1/OPUW/Media/Photos/French Lines/190807,00:00:00:01,25.000,467 x 600,JPEG,,,,"Normandie,incendie,équipage",Apricot,,,French Lines,,,Wed Aug  7 20:01:16 2019,jpg
878,875,V1,00:00:00:07,00:00:03:06,01:16:55:00,01:16:57:24,Désertions Listes 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:10,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,SHD,Sun Apr 19 18:12:35 2020,mov
880,877,V1,00:00:00:00,00:00:03:05,01:16:57:24,01:17:01:04,Louis Quéguiner Groupe 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:05,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,FL007263_ibp.jpg,French Lines,,,Tue Mar  3 17:34:59 2020,mov
881,878,V1,00:00:00:01,00:00:03:24,01:17:01:04,01:17:05:02,Matelots Départ Valise 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:04:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,2016.85.2.2.93P01H,Moral,,,Tue Mar  3 17:35:02 2020,mov
882,879,V1,00:00:00:15,00:00:03:22,01:17:05:02,01:17:08:09,Désertions Engagement 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:05:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,Dossier Quéguiner,Document,,SHD,Fri Jan 10 10:44:59 2020,mov
884,881,V1,00:00:00:13,00:00:09:00,01:17:08:09,01:17:16:21,Désertions Presse 03,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:09:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Sun Apr 19 18:02:47 2020,mov
885,882,A7,01:00:00:00,01:00:06:00,01:17:13:08,01:17:19:08,Hit 04 Grand Hit B.wav,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:06:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
887,884,V1,00:00:00:00,00:00:03:01,01:17:16:21,01:17:19:22,Le Bez 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Scan Presse,,,Thu Mar 26 18:20:22 2020,mov
888,885,V1,00:00:00:00,00:00:00:00,01:17:19:22,01:17:24:02,2019-12-15-0005 (1941-02-04),/Volumes/RAID1/OPUW/Media/Photos/Arnaud Gaudry,00:00:00:01,25.000,5874 x 4486,JPEG,,,,"Normandie,Shining",Apricot,,,Arnaud Gaudry,,,Tue Jan  7 22:44:34 2020,jpg
889,886,V1,00:06:57:13,00:06:59:02,01:17:24:02,01:17:25:18,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
892,889,A5,00:00:07:02,00:00:07:07,01:17:24:15,01:17:24:20,"50 Switch, Wall Push Button_ Fast",/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:12:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 16:57:38 2009,aif
891,888,A3,00:00:09:07,00:00:17:12,01:17:24:15,01:17:32:20,10 Underwater static tone low - recorded in water,/Volumes/RAID1/OPUW/Media/Sound FX/water,00:01:03:06,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Jul  2 14:52:09 2008,aif
893,890,A5,00:00:25:13,00:00:32:13,01:17:24:20,01:17:31:20,"15-42 Match Safety Match Slow Strike,Light And Burn",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:00:48:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 15:27:23 2009,aif
894,891,V1,00:02:34:00,00:02:37:22,01:17:25:18,01:17:29:12,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
895,892,A1,01:17:20:14,01:17:21:06,01:17:26:19,01:17:27:11,FL_capture_2020-05-16_1547_T0020_C00004,/Volumes/RAID1/OPUW/Media/Capture/VO,00:00:06:24,0.000,,,Linear PCM,Bwf,,,,,,,,BlackmagicDesign,Sat May 16 15:47:46 2020,wav
896,893,A1,01:17:21:11,01:17:23:12,01:17:27:11,01:17:29:12,FL_capture_2020-05-16_1547_T0020_C00004,/Volumes/RAID1/OPUW/Media/Capture/VO,00:00:06:24,0.000,,,Linear PCM,Bwf,,,,,,,,BlackmagicDesign,Sat May 16 15:47:46 2020,wav
897,894,A9,00:00:16:19,00:00:45:03,01:17:27:20,01:17:56:04,Léo Marjane - Seule ce soir,/Volumes/RAID1/OPUW/Media/Musique/Années 40,00:03:23:14,0.000,,,Linear PCM,,,musique,Blue,,,Musique sous droits,,,Sat Jul 14 14:23:15 2018,aiff
899,896,V1,00:07:20:04,00:07:22:08,01:17:29:12,01:17:31:16,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
900,897,A6,00:00:04:08,00:00:06:12,01:17:29:12,01:17:31:16,76 Projector - Film Projector - Super 8,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:55:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:49:24 2009,aif
901,898,V1,00:07:49:27,00:07:51:12,01:17:31:16,01:17:33:04,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
902,899,A6,00:00:22:09,00:00:23:22,01:17:31:16,01:17:33:04,76 Projector - Film Projector - Super 8,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:55:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:49:24 2009,aif
903,900,V1,00:02:38:16,00:02:40:25,01:17:33:04,01:17:35:12,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
904,901,A4,00:00:48:04,00:00:50:12,01:17:33:04,01:17:35:12,"70 Fire,Camping Campfire Burning",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:01:06:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu May  3 09:10:43 2018,aiff
905,902,V5,01:05:09:09,01:05:13:14,01:17:34:13,01:17:38:23,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
906,903,A6,00:00:09:00,00:00:13:06,01:17:34:17,01:17:38:23,"40-30 Fire,Ball Fireball Pass By_Catapulted Ball Of Fire 1",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:00:29:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 19:29:10 2009,aif
907,904,A5,01:00:00:00,01:00:06:00,01:17:34:23,01:17:40:23,Whoosh 19 Cloud Sweep,/Volumes/RAID1/OPUW/Media/Sound FX/short,00:00:10:14,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
908,905,V1,00:02:12:24,00:02:16:00,01:17:35:12,01:17:38:17,"Facts About Film - Phototronics, Inc.",/Volumes/RAID1/OPUW/Media/Archives/Archive.org,00:09:46:02,29.970,640 x 480,H.264,AAC,,Originellement Archive.org,"Super-8,cinéma,micromatières,projecteur",Navy,,342-USAF-22679,NARA via ADA,Blue,Prelinger,Sun Jul 21 17:05:55 2019,mp4
909,906,A7,00:00:00:19,00:00:02:12,01:17:35:16,01:17:37:09,"15-42 Match Safety Match Slow Strike,Light And Burn",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:00:48:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 15:27:23 2009,aif
911,908,V1,00:06:25:27,00:06:27:17,01:17:38:17,01:17:40:09,SHERMAN GRINBERG2,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:16:32:04,29.970,1920 x 1080,MPEG4 Video,AAC,19430715 Normandie renflouement 19420209 Incendie très beaux plans + Andrews 19420113 Conversion SUPER 19350605 Accueil NY super avec enfant aux jumelles projector sound,Recherches archives Normandie 03.07.19,"conversion,renflouement,saisie,avion,traversée,Adolphus Andrews,passerelle,Pugnet,Lebrun,gloire,luxe,New York,port,peur,blackout,War Department,Normandie,incendie,sound",Navy,1935-1943,Subs:incendie,Sherman Grinberg,Yellow;Green,,Wed Jul  3 16:35:40 2019,mp4
912,909,A4,00:00:15:23,00:00:21:18,01:17:38:17,01:17:44:12,76 Projector - Film Projector - Super 8,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:55:03,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jan 12 18:49:24 2009,aif
913,910,V5,01:05:13:21,01:05:15:14,01:17:38:23,01:17:40:18,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
914,911,V1,00:11:02:21,00:11:04:07,01:17:40:09,01:17:41:20,Normandie voyage inaugural,/Volumes/RAID1/OPUW/Media/Archives/French Lines,00:11:07:18,25.000,702 x 576,H.264,AAC,,,"Normandie,Le Havre",Navy,,,French Lines,,,Fri Sep  6 18:39:20 2019,mp4
915,912,V1,00:10:57:16,00:10:59:07,01:17:41:20,01:17:44:02,Normandie voyage inaugural,/Volumes/RAID1/OPUW/Media/Archives/French Lines,00:11:07:18,25.000,702 x 576,H.264,AAC,,,"Normandie,Le Havre",Navy,,,French Lines,,,Fri Sep  6 18:39:20 2019,mp4
916,913,V1,00:00:32:10,00:00:32:16,01:17:44:02,01:17:44:12,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
918,915,A10,00:00:33:01,00:01:07:07,01:17:44:02,01:18:18:08,Léo Marjane - Seule ce soir,/Volumes/RAID1/OPUW/Media/Musique/Années 40,00:03:23:14,0.000,,,Linear PCM,,,musique,Blue,,,Musique sous droits,,,Sat Jul 14 14:23:15 2018,aiff
924,921,A6,00:00:18:09,00:00:45:08,01:17:44:12,01:18:11:11,Drone-Wind-02,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:30:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:03:31 2017,aif
922,919,A3,00:00:00:01,00:00:27:23,01:17:44:12,01:18:12:09,"2-84 Bar, Crowd French Cafe, General Ambience",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:01:00:01,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
921,918,V5,10:21:59:14,10:22:01:10,01:17:44:12,01:17:46:08,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
920,917,V1,00:04:52:22,00:04:54:14,01:17:44:12,01:17:46:20,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
926,923,V5,10:23:20:19,10:23:22:17,01:17:46:08,01:17:48:06,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
927,924,V1,00:04:55:21,00:04:57:08,01:17:46:20,01:17:48:21,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
928,925,V5,10:22:01:18,10:22:03:08,01:17:48:06,01:17:49:21,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
929,926,V1,00:04:57:14,00:04:58:21,01:17:48:21,01:17:50:17,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
931,928,V5,10:22:05:21,10:22:07:08,01:17:49:21,01:17:51:08,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
932,929,V1,01:05:19:11,01:05:20:22,01:17:50:17,01:17:52:05,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
933,930,V5,10:23:03:24,10:23:06:00,01:17:51:08,01:17:53:09,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
934,931,V1,01:06:12:09,01:06:14:19,01:17:52:05,01:17:54:18,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
936,933,V5,10:22:51:01,10:22:53:06,01:17:53:09,01:17:55:14,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
937,934,V1,01:05:47:14,01:05:48:23,01:17:54:18,01:17:56:03,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
938,935,V5,10:17:15:23,10:17:17:12,01:17:55:14,01:17:57:11,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
939,936,V1,01:06:43:12,01:06:45:07,01:17:56:03,01:17:58:00,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
940,937,V5,10:21:18:06,10:21:19:17,01:17:57:11,01:17:58:22,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
941,938,V1,01:06:55:17,01:06:57:10,01:17:58:00,01:17:59:20,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
943,940,V5,10:21:21:08,10:21:22:23,01:17:58:22,01:18:00:12,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
944,941,V1,01:07:08:03,01:07:09:18,01:17:59:20,01:18:01:13,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
945,942,V5,10:17:35:20,10:17:37:20,01:18:00:12,01:18:02:12,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
946,943,V1,01:04:53:15,01:04:56:04,01:18:01:13,01:18:04:04,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
947,944,V5,10:24:27:15,10:24:33:12,01:18:02:12,01:18:08:09,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
948,945,V1,01:04:30:23,01:04:33:09,01:18:04:04,01:18:06:17,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
949,946,V1,01:04:47:17,01:04:51:03,01:18:06:17,01:18:11:11,Rio-NY avec Normandie 2 Cintel 00087012,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:36:05,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:41:30 2020,mov
950,947,V5,10:22:09:17,10:22:11:22,01:18:08:09,01:18:11:11,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
952,949,A5,00:00:00:00,00:00:09:18,01:18:10:21,01:18:20:14,"79 Projector, Film",/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:11:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 18:51:33 2009,aif
954,951,V1,00:00:39:05,00:00:47:20,01:18:11:11,01:18:20:02,gettyimages-813562406 1935,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:18:19,23.976,640 x 360,H.264,AAC,Description deleted (Tal),,"projecteur,cinéma",Navy,1935,,Getty,,,Thu Oct  3 10:35:24 2019,mp4
956,953,A9,00:02:53:10,00:03:13:14,01:18:17:08,01:18:37:12,Léo Marjane - Seule ce soir,/Volumes/RAID1/OPUW/Media/Musique/Années 40,00:03:23:14,0.000,,,Linear PCM,,,musique,Blue,,,Musique sous droits,,,Sat Jul 14 14:23:15 2018,aiff
960,957,V1,00:31:05:02,00:31:11:24,01:18:20:02,01:18:26:24,TRA_12-008751_4B_vis_00000000_00340003,/Volumes/RAID1/OPUW/Media/Archives/Gaumont Pathé,00:34:00:03,25.000,640 x 486,H.264,AAC,Remplace French Lines,Remplacement de FL SS Normandie,"Normandie,luxe,inauguration,New York,gloire",Navy,,,GP,Green,Gaumont,Tue Jan 21 13:31:38 2020,mp4
962,959,A10,00:02:59:13,00:03:23:14,01:18:23:11,01:18:47:11,Léo Marjane - Seule ce soir,/Volumes/RAID1/OPUW/Media/Musique/Années 40,00:03:23:14,0.000,,,Linear PCM,,,musique,Blue,,,Musique sous droits,,,Sat Jul 14 14:23:15 2018,aiff
964,961,V1,00:03:00:04,00:03:10:16,01:18:26:24,01:18:37:12,La femme du Boulanger (1938) - Fin,/Volumes/RAID1/OPUW/Media/Fiction,00:03:32:10,23.976,992 x 740,H.264,AAC,,,,Navy,,,Fiction,,,Sat Jan 11 12:10:18 2020,mov
965,962,A3,00:00:23:17,00:00:34:09,01:18:26:24,01:18:37:16,"70 Fire,Camping Campfire Burning",/Volumes/RAID1/OPUW/Media/Sound FX/fire,00:01:06:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu May  3 09:10:43 2018,aiff
967,964,V1,00:01:11:13,00:01:17:03,01:18:37:23,01:18:45:18,Rio-NY avec Normandie 1 Cintel 00000741,/Volumes/RAID1/OPUW/Media/Archives Master/CNC,00:12:55:12,24.000,1920 x 1080,DNxHR HQ,Linear PCM,,,,Pink,,,CNC,,,Tue Jul 21 20:26:56 2020,mov
969,966,A4,00:00:52:14,00:01:13:07,01:18:37:23,01:18:58:16,14-Seagulls-harbour atms,/Volumes/RAID1/OPUW/Media/Sound FX/port,00:03:02:08,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jun 16 14:18:03 2008,wav
971,968,V5,10:32:43:07,10:32:46:11,01:18:38:07,01:18:41:11,PROD521,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:50:21:01,25.000,1024 x 576,H.264,Linear PCM,Film Vivié entier,,"Normandie,gloire",Navy,,,Lobster,,Lobster,Thu Aug  1 12:59:12 2019,mov
